-1,7185137689340824E-05
-8,259112703170725E-06
1,0068167726501458E-05
3,783237584049674E-05
7,506709198740858E-05
0,00012180389060811202
0,0001780724232361275
0,00024390049860150757
0,0003193141599212258
0,0004043377594579115
0,00049899403042537
0,0006033041563200065
0,0007172878377517452
0,0008409633568512976
0,0009743476393217532
0,0011174563142088843
0,0012703037714545597
0,0014329032173039187
0,0016052667276280099
0,0017874052992271794
0,001979328899177074
0,002181046512275837
0,002392566186653881
0,002613895077600568
0,0028450394896658124
0,0030860049170895708
0,0033367960826126528
0,003597416974720318
0,003867870883368953
0,0041481604342437925
0,004438287621597027
0,0047382538397106625
0,0050480599130305805
0,00536770612501498
0,0056971922457403
0,00603651755830572
0,006385680884077228
0,0067446806068098605
0,0071135146956872565
0,007492180727314938
0,007880675906703811
0,008278997087279123
0,008687140789949003
0,009105103221265606
0,009532880290711655
0,009970467627143152
0,010417860594419296
0,01087505430624877
0,011342043640281749
0,011818823251474648
0,012305387584755937
0,012801730887018173
0,01330784721846273
0,013823730463321547
0,014349374339979943
0,014884772410524355
0,015429918089736816
0,015984804653559167
0,016549425247047275
0,0171237728918367
0,017707840493139476
0,018301620846291174
0,018905106642867903
0,019518290476390195
0,020141164847632554
0,020773722169555035
0,02141595477187364
0,022067854905285705
0,022729414745365006
0,023400626396142748
0,024081481893387796
0,024771973207600738
0,025472092246735138
0,026181830858659348
0,026901180833370803
0,027630133904976005
0,028368681753447
0,029116816006166463
0,02987452823927181
0,030641809978809744
0,031418652701710084
0,03220504783659032
0,03300098676439928
0,03380646081890944
0,03462146128706663
0,035445979409205734
0,03628000637914064
0,03712353334413554
0,037976551404766516
0,03883905161467922
0,03971102498025077
0,040592462460161904
0,04148335496488591
0,04238369335610116
0,04329346844603175
0,04421267099672393
0,04514129171926179
0,0460793212729288
0,047026750264319406
0,0479835692464064
0,04894976871756681
0,04992533912057335
0,05091027084155268
0,05190455420891706
0,05290817949227118
0,05392113690129924
0,05494341658463461
0,05597500862871592
0,057015903056633
0,058066089826964526
0,059125558832611814
0,06019429989962929
0,06127230278605618
0,06235955718075085
0,06345605270222966
0,06456177889751342
0,06567672524098261
0,06680088113324369
0,06793423590000797
0,06907677879098512
0,07022849897879217
0,07138938555788
0,07255942754347887
0,07373861387056291
0,07492693339283667
0,07612437488174315
0,07733092702549502
0,07854657842812977
0,07977131760858995
0,08100513299982826
0,08224801294793944
0,08349994571131873
